,Date,Manner of Death,Armed,Age,Gender,Race,City,State,Signs of Mental Illness,Threat Level,Flee,Body Camera,Longitude,Latitude,Is Geocoding Exact
1066,2016-01-30,Shot,Gun,29.0,Male,"Black, non-Hispanic",Chicago,Illinois,False,Attack,Not fleeing,False,-87.666,41.761,True
1067,2016-01-30,Shot,Scissors,38.0,Male,Hispanic,Fort Collins,Colorado,False,Other,Not fleeing,False,-105.03200000000001,40.592,True
1068,2016-01-30,Shot,Gun,64.0,Male,Hispanic,Rossville,Georgia,True,Attack,Not fleeing,False,-85.26899999999999,34.985,True
1069,2016-01-30,Shot,Gun,42.0,Male,"White, non-Hispanic",Sugar Creek,Missouri,False,Attack,Car,False,-94.425,39.121,True
1070,2016-01-31,Shot,Knife,46.0,Male,Hispanic,Immokalee,Florida,False,Other,Not fleeing,False,-81.419,26.418000000000003,True
1071,2016-01-31,Shot,Gun,62.0,Male,,Newark,California,True,Attack,Not fleeing,False,-122.052,37.53,True
1072,2016-01-31,Shot,Gun,42.0,Male,"White, non-Hispanic",Bakersfield,California,False,Attack,Car,False,-118.914,35.296,True
1073,2016-01-31,Shot and Tasered,Knife,37.0,Male,"Black, non-Hispanic",Wilkinsburg,Pennsylvania,True,Attack,Not fleeing,False,-79.882,40.442,True
1074,2016-01-31,Shot and Tasered,Unarmed,25.0,Male,"White, non-Hispanic",Saginaw,Texas,False,Attack,Not fleeing,False,-97.391,32.873000000000005,True
1075,2016-02-01,Shot,Toy Weapon,36.0,Male,"Black, non-Hispanic",Washington,District of Columbia,False,Attack,Foot,False,-76.925,38.894,True
1076,2016-02-01,Shot,Gun,21.0,Male,Hispanic,Albuquerque,New Mexico,True,Attack,Car,True,-106.583,35.094,True
1077,2016-02-02,Shot and Tasered,Knife,30.0,Male,"White, non-Hispanic",Rancho Cordova,California,True,Other,Not fleeing,False,-121.291,38.596,True
1078,2016-02-03,Shot,Gun,53.0,Male,"White, non-Hispanic",Schulter,Oklahoma,False,Attack,Not fleeing,False,-95.95299999999999,35.532,True
1079,2016-02-03,Shot,Gun,31.0,Male,Hispanic,Ocala,Florida,True,Attack,Not fleeing,False,-82.053,29.168000000000003,True
1080,2016-02-03,Shot,Gun,22.0,Male,Native American,Rosebud,South Dakota,False,Attack,Not fleeing,True,-100.626,43.188,True
1081,2016-02-04,Shot,Knife,24.0,Male,"White, non-Hispanic",Mesa,Arizona,True,Other,Not fleeing,True,-111.65899999999999,33.437,True
1082,2016-02-04,Shot,Unarmed,36.0,Male,"Black, non-Hispanic",San Antonio,Texas,False,Other,Not fleeing,False,-98.493,29.529,True
1083,2016-02-04,Shot,Gun,47.0,Male,"White, non-Hispanic",Kansas City,Missouri,False,Attack,Foot,False,-94.51100000000001,38.918,True
1084,2016-02-04,Shot,Toy Weapon,54.0,Male,"White, non-Hispanic",Perry Township,Ohio,False,Attack,Not fleeing,False,-81.179,41.729,True
1085,2016-02-04,Shot,Gun,43.0,Male,Hispanic,El Paso,Texas,False,Attack,Not fleeing,False,-106.49,31.756999999999998,True
1086,2016-02-05,Shot,,38.0,Male,Other,Hilo,Hawaii,False,Other,Car,False,-155.066,19.695999999999998,True
1087,2016-02-05,Shot,Gun,30.0,Male,"White, non-Hispanic",Milton,Florida,False,Other,Car,False,-87.054,30.521,True
1088,2016-02-05,Shot,Gun,51.0,Male,"White, non-Hispanic",Union Grove,North Carolina,False,Attack,Foot,False,-80.904,36.031,True
1089,2016-02-05,Shot,Gun,55.0,Male,"White, non-Hispanic",Seaside,Oregon,False,Attack,Not fleeing,True,-123.926,45.993,True
1090,2016-02-06,Shot,Gun,16.0,Male,Hispanic,Los Angeles,California,False,Attack,Car,True,-118.294,34.063,True
1091,2016-02-07,Shot,Gun,23.0,Male,"Black, non-Hispanic",Columbus,Ohio,False,Other,Other,False,-83.056,39.945,True
1092,2016-02-07,Shot,Gun,36.0,Male,"White, non-Hispanic",Austin,Arkansas,False,Other,Not fleeing,False,-91.934,34.95,True
1093,2016-02-07,Shot,Knife,27.0,Male,,Manchester,New Jersey,False,Other,Not fleeing,False,-74.279,39.995,True
1094,2016-02-08,Shot,Gun,33.0,Male,"Black, non-Hispanic",Chester,Pennsylvania,False,Attack,Car,False,-75.402,39.836,True
1095,2016-02-08,Shot,Unarmed,17.0,Male,"Black, non-Hispanic",Austin,Texas,False,Other,Not fleeing,False,-97.667,30.396,True
1096,2016-02-08,Shot,,22.0,Male,"Black, non-Hispanic",New Orleans,Louisiana,False,Other,Car,False,-90.087,29.939,True
1097,2016-02-09,Shot,Unarmed,22.0,Male,Hispanic,Anaheim,California,False,,Not fleeing,True,-117.934,33.843,True
1098,2016-02-09,Shot,Gun,29.0,Male,Other,Hilo,Hawaii,False,Attack,Not fleeing,False,-155.066,19.695999999999998,True
1099,2016-02-10,Shot,Gun,41.0,Male,"White, non-Hispanic",Louisville,Kentucky,False,Attack,Not fleeing,False,-85.859,38.193000000000005,True
1100,2016-02-10,Shot,Gun,67.0,Male,"White, non-Hispanic",Abingdon,Maryland,False,Attack,Not fleeing,False,-76.309,39.469,True
1101,2016-02-10,Shot,Gun,36.0,Male,Native American,Barrow,Alaska,False,Attack,Not fleeing,False,-156.738,71.301,True
1102,2016-02-10,Shot,Knife,52.0,Male,"White, non-Hispanic",Roseville,Minnesota,True,Attack,Not fleeing,True,-93.156,45.006,True
1103,2016-02-10,Shot,Gun,56.0,Male,Other,Henderson County,Texas,True,Attack,Not fleeing,False,-96.182,32.282,True
1104,2016-02-11,Shot,Knife,35.0,Male,"White, non-Hispanic",Maiden,North Carolina,True,Other,Not fleeing,False,-81.193,35.561,True
1105,2016-02-11,Shot,Ax,45.0,Male,"White, non-Hispanic",Lancaster,California,False,Other,Not fleeing,False,-118.08,34.681999999999995,True
1106,2016-02-11,Shot,Machete,30.0,Male,"Black, non-Hispanic",Columbus,Ohio,False,Attack,Car,False,-82.86399999999999,40.064,True
1107,2016-02-12,Shot,Gun,29.0,Male,"Black, non-Hispanic",Boston,Massachusetts,True,Attack,Not fleeing,False,-71.078,42.308,True
1108,2016-02-12,Shot,Gun,53.0,Male,"White, non-Hispanic",Fort Worth,Texas,False,Other,Not fleeing,False,-97.446,32.723,True
1109,2016-02-12,Shot,Gun,32.0,Female,"Black, non-Hispanic",Syracuse,New York,True,Other,Not fleeing,False,-76.14399999999999,43.068999999999996,True
1110,2016-02-13,Shot,Gun,22.0,Male,"Black, non-Hispanic",Baton Rouge,Louisiana,True,Attack,Car,True,-91.133,30.468000000000004,True
1111,2016-02-13,Shot,Unarmed,24.0,Male,"Black, non-Hispanic",Beckville,Texas,False,Other,Other,False,-94.465,32.26,True
1112,2016-02-13,Shot,Unarmed,19.0,Male,"Black, non-Hispanic",Arvonia,Virginia,False,Attack,Not fleeing,False,-78.396,37.673,True
1113,2016-02-13,Shot and Tasered,Gun,29.0,Male,"Black, non-Hispanic",Urbandale,Iowa,False,Attack,Not fleeing,True,-93.7,41.648999999999994,True
1114,2016-02-14,Shot,Knife,50.0,Male,"White, non-Hispanic",Bradenton,Florida,True,Other,Not fleeing,False,-82.499,27.456999999999997,True
1115,2016-02-14,Shot,Gun,29.0,Male,Hispanic,Los Angeles,California,False,Other,Not fleeing,False,-118.163,34.022,True
1116,2016-02-14,Shot,Knife,26.0,Male,"White, non-Hispanic",Van Nuys,California,False,Other,Not fleeing,False,-118.45700000000001,34.196,True
1117,2016-02-15,Shot,,39.0,Male,"White, non-Hispanic",Yorba Linda,California,False,,Not fleeing,False,-117.741,33.872,True
1118,2016-02-15,Shot,Gun,52.0,Male,Hispanic,Jal,New Mexico,False,Attack,Not fleeing,False,-103.426,32.166,True
1119,2016-02-16,Shot,Knife,51.0,Male,"White, non-Hispanic",Fairfield,Connecticut,True,Other,Not fleeing,False,-73.267,41.181999999999995,True
1120,2016-02-16,Shot,,48.0,Male,"White, non-Hispanic",Republic,Missouri,False,Attack,Car,False,-93.469,37.118,True
1121,2016-02-16,Shot,Gun,30.0,Male,"White, non-Hispanic",Mena,Arkansas,False,Other,Foot,False,-94.249,34.58,True
1122,2016-02-17,Shot,Toy Weapon,37.0,Male,"Black, non-Hispanic",Cincinnati,Ohio,False,Other,Other,False,-84.605,39.155,True
1123,2016-02-18,Shot,,30.0,Male,Hispanic,Santa Ana,California,False,,Not fleeing,False,-117.854,33.748000000000005,True
1124,2016-02-18,Shot,,35.0,Male,Hispanic,Santa Ana,California,False,,Not fleeing,False,-117.85,33.748000000000005,True
1125,2016-02-18,Shot,Gun,32.0,Male,Hispanic,Reno,Texas,False,Attack,Not fleeing,False,-97.57799999999999,32.944,True
1126,2016-02-18,Shot and Tasered,,25.0,Male,"White, non-Hispanic",Commerce,Georgia,False,Other,Not fleeing,False,-83.45,34.199,True
1127,2016-02-19,Shot,Knife,35.0,Male,"White, non-Hispanic",Ogden,Utah,True,Attack,Not fleeing,False,-111.964,40.266999999999996,True
1128,2016-02-19,Shot,Gun,31.0,Male,"White, non-Hispanic",Elizabethton,Tennessee,False,Attack,Not fleeing,False,-82.211,36.349000000000004,True
1129,2016-02-20,Shot,Gun,30.0,Male,Hispanic,Anaheim,California,False,Attack,Car,True,-117.95200000000001,33.808,True
1130,2016-02-20,Shot,Gun,23.0,Male,Hispanic,Albuquerque,New Mexico,False,Attack,Foot,False,-106.72,35.08,True
1131,2016-02-20,Shot,Gun,41.0,Male,"Black, non-Hispanic",Lakewood,Washington,False,Attack,Car,False,-122.559,47.12,True
1132,2016-02-20,Shot,Gun,45.0,Male,"White, non-Hispanic",Iuka,Mississippi,True,Attack,Not fleeing,False,-88.19,34.812,True
1133,2016-02-21,Shot,,46.0,Male,"Black, non-Hispanic",Seattle,Washington,False,Other,Not fleeing,False,-122.306,47.691,True
1134,2016-02-21,Shot,Gun,36.0,Female,Native American,Phoenix,Arizona,True,Attack,Foot,False,-112.10799999999999,33.495,True
1135,2016-02-21,Shot,Gun,31.0,Female,"Black, non-Hispanic",Inglewood,California,False,Other,Not fleeing,False,-118.36200000000001,33.961999999999996,True
1136,2016-02-21,Shot,,32.0,Male,"Black, non-Hispanic",Inglewood,California,False,Other,Not fleeing,False,-118.36200000000001,33.961999999999996,True
1137,2016-02-21,Shot,Gun,38.0,Female,Native American,Houston,Alaska,False,Attack,Not fleeing,False,-149.778,61.585,True
1138,2016-02-22,Shot,Gun,33.0,Male,Hispanic,Denver,Colorado,False,Attack,Other,False,-105.035,39.766,True
1139,2016-02-22,Shot,Knife,45.0,Male,"White, non-Hispanic",Bakersfield,California,False,Attack,Not fleeing,False,-119.008,35.372,True
1140,2016-02-22,Shot,,38.0,Male,"White, non-Hispanic",Mission,Texas,True,Other,Car,False,-98.324,26.238000000000003,True
1141,2016-02-22,Shot,Toy Weapon,22.0,Male,"White, non-Hispanic",Fairborn,Ohio,False,Other,Not fleeing,False,-84.01100000000001,39.836999999999996,True
1142,2016-02-23,Shot,,48.0,Male,"Black, non-Hispanic",Baton Rouge,Louisiana,True,Attack,Not fleeing,False,-91.175,30.436,True
1143,2016-02-23,Shot,Gun,36.0,Male,Hispanic,Ripon,California,False,Other,Other,False,-121.14299999999999,37.775999999999996,True
1144,2016-02-23,Shot,Gun,26.0,Male,"White, non-Hispanic",Phoenix,Arizona,True,Attack,Not fleeing,False,-112.169,33.596,True
1145,2016-02-23,Shot and Tasered,Machete,39.0,Male,Hispanic,Houston,Texas,True,Attack,Not fleeing,False,-95.316,29.713,True
1146,2016-02-24,Shot,Knife,16.0,Male,"White, non-Hispanic",Blue Springs,Missouri,True,Other,Not fleeing,False,-94.288,39.001,True
1147,2016-02-24,Shot,Gun,58.0,Male,"White, non-Hispanic",Bailey,Colorado,True,Attack,Not fleeing,False,-105.475,39.446,True
1148,2016-02-24,Shot,,27.0,Male,Hispanic,Phoenix,Arizona,False,Other,Car,False,-112.221,33.466,True
1149,2016-02-24,Shot,,26.0,Male,Hispanic,Cerritos,California,False,Attack,Not fleeing,False,-118.1,33.887,True
1150,2016-02-24,Shot,Unarmed,21.0,Male,"Black, non-Hispanic",East Troy,Wisconsin,False,Other,Car,False,-88.385,42.79600000000001,True
1151,2016-02-25,Shot,Gun,37.0,Male,"White, non-Hispanic",Evans,Colorado,False,Attack,Foot,True,-104.696,40.373000000000005,True
1152,2016-02-25,Shot,Pole,56.0,Male,"Black, non-Hispanic",Montgomery,Alabama,False,,Not fleeing,True,-86.3,32.367,True
1153,2016-02-25,Shot,Gun,19.0,Male,"White, non-Hispanic",Silver Springs,Nevada,False,Attack,Not fleeing,True,-119.225,39.415,True
1154,2016-02-25,Shot,Gun,38.0,Male,"Black, non-Hispanic",Hesston,Kansas,True,Attack,Not fleeing,False,-97.425,38.135999999999996,True
1155,2016-02-26,Shot,Toy Weapon,18.0,Male,"Black, non-Hispanic",Roanoke,Virginia,True,Other,Not fleeing,False,-79.995,37.241,True
1156,2016-02-26,Shot,Unarmed,35.0,Male,"White, non-Hispanic",Rapid Valley,South Dakota,False,Attack,Not fleeing,False,-103.156,44.067,True
1157,2016-02-27,Shot,Gun,23.0,Male,Hispanic,San Antonio,Texas,False,Attack,Car,True,-98.70200000000001,29.498,True
1158,2016-02-28,Shot,Gun,41.0,Male,"White, non-Hispanic",Ashville,Alabama,False,Attack,Not fleeing,False,-86.25399999999999,33.836999999999996,True
1159,2016-02-28,Shot,Gun,44.0,Male,"White, non-Hispanic",Rapid City,South Dakota,True,Attack,Not fleeing,False,-103.23100000000001,44.081,True
1160,2016-02-29,Shot,Gun,24.0,Male,"Black, non-Hispanic",Raleigh,North Carolina,False,Attack,Foot,False,-78.633,35.766,True
1161,2016-03-01,Shot,Gun,39.0,Male,Hispanic,Palm Bay,Florida,True,Attack,Not fleeing,False,-80.641,28.028000000000002,True
1162,2016-03-01,Shot,Gun,22.0,Male,Hispanic,Euless,Texas,True,Attack,Not fleeing,False,-97.09100000000001,32.830999999999996,True
1163,2016-03-01,Shot,Gun,37.0,Male,"White, non-Hispanic",Gautier,Mississippi,False,Attack,Not fleeing,False,-88.646,30.447,True
1164,2016-03-02,Shot,Unarmed,36.0,Male,"White, non-Hispanic",Bel Air,Maryland,True,Other,Not fleeing,False,-76.333,39.492,True
1165,2016-03-02,Shot and Tasered,Knife,41.0,Male,"White, non-Hispanic",Johnstown,Pennsylvania,False,Other,Not fleeing,False,-78.922,40.327,True
1166,2016-03-03,Shot,Knife,27.0,Male,Hispanic,Gilbert,Arizona,False,Other,Car,False,-111.777,33.33,True
1167,2016-03-04,Shot,,66.0,Male,,Sims,Arkansas,False,,,False,-93.691,34.659,True
1168,2016-03-04,Shot,Unarmed,30.0,Male,"White, non-Hispanic",East Bernstadt,Kentucky,False,,Not fleeing,False,-84.10799999999999,37.19,True
1169,2016-03-05,Shot,Gun,34.0,Male,"White, non-Hispanic",Cheektowaga,New York,True,Attack,Not fleeing,False,-78.715,42.93600000000001,True
1170,2016-03-05,Shot,Gun,22.0,Male,"White, non-Hispanic",Beaumont,Texas,True,Other,Not fleeing,False,-94.14299999999999,30.059,True
1171,2016-03-06,Shot,Gun,51.0,Male,"White, non-Hispanic",Azle,Texas,True,Attack,Not fleeing,False,-97.51299999999999,32.864000000000004,True
1172,2016-03-06,Shot,Unarmed,42.0,Male,"White, non-Hispanic",Bismarck,North Dakota,False,Other,Foot,False,-100.743,46.809,True
1173,2016-03-06,Shot,Gun,41.0,Male,Hispanic,South Gate,California,False,Attack,Other,False,-118.176,33.941,True
1174,2016-03-07,Shot,Gun,49.0,Male,"White, non-Hispanic",Rochester,New York,True,Attack,Not fleeing,False,-77.623,43.238,True
1175,2016-03-07,Shot,Knife,45.0,Male,"White, non-Hispanic",San Jose,California,False,Other,Not fleeing,False,-121.87799999999999,37.324,True
1176,2016-03-07,Shot,,45.0,Male,"White, non-Hispanic",Topeka,Kansas,False,,Not fleeing,False,-95.682,39.055,True
1177,2016-03-07,Shot,Gun,42.0,Male,"White, non-Hispanic",Billings,Montana,False,Attack,Not fleeing,False,-108.501,45.783,True
1178,2016-03-07,Shot,,41.0,Male,Hispanic,Carlsbad,New Mexico,False,Other,Car,False,-104.277,32.422,True
1179,2016-03-08,Shot,Toy Weapon,27.0,Male,"White, non-Hispanic",Tampa,Florida,True,Attack,Not fleeing,False,-82.462,28.084,True
1180,2016-03-10,Shot,Toy Weapon,37.0,Male,"White, non-Hispanic",Biloxi,Mississippi,False,Other,Not fleeing,False,-88.885,30.396,True
1181,2016-03-10,Shot,Toy Weapon,22.0,Male,"Black, non-Hispanic",Reno,Nevada,True,Attack,Foot,False,-119.86200000000001,39.678000000000004,True
1182,2016-03-10,Shot,Gun,21.0,Male,Hispanic,Long Beach,California,False,Other,Foot,False,-118.20299999999999,33.878,True
1183,2016-03-10,Shot,Gun,50.0,Male,"White, non-Hispanic",Odessa,Texas,True,Attack,Not fleeing,False,-102.374,31.888,True
1184,2016-03-10,Shot,,23.0,Male,Hispanic,Colorado City,Colorado,False,Attack,Car,False,-104.835,37.945,True
1185,2016-03-11,Shot,Gun,25.0,Male,"Black, non-Hispanic",Norfolk,Virginia,False,Attack,Not fleeing,True,-76.244,36.93,True
1186,2016-03-11,Shot,Gun,51.0,Male,"White, non-Hispanic",Rosalia,Kansas,True,Attack,Not fleeing,True,-96.62,37.815,True
1187,2016-03-11,Shot,Knife,46.0,Male,"White, non-Hispanic",Clinton,Illinois,True,Other,Not fleeing,False,-88.956,40.145,True
1188,2016-03-11,Shot,Gun,23.0,Male,Hispanic,Newark,California,False,Attack,Foot,False,-122.02799999999999,37.54,True
1189,2016-03-12,Shot,Gun,43.0,Male,"White, non-Hispanic",Greensboro,North Carolina,True,Attack,Not fleeing,True,-79.809,36.108000000000004,True
1190,2016-03-12,Shot and Tasered,Unarmed,37.0,Male,"Black, non-Hispanic",Houston,Texas,False,Other,Foot,False,-95.337,29.794,True
1191,2016-03-12,Shot and Tasered,Taser,20.0,Male,"Black, non-Hispanic",Houston,Texas,False,Attack,Not fleeing,False,-95.488,29.994,True
1192,2016-03-13,Shot,,45.0,Male,"White, non-Hispanic",Glendale,California,True,Attack,Car,False,-118.24700000000001,34.146,True
1193,2016-03-13,Shot,Unarmed,16.0,Male,Hispanic,Addison,Texas,False,,Car,False,-96.85600000000001,32.94,True
1194,2016-03-13,Shot,Unarmed,30.0,Male,"White, non-Hispanic",Lenoir City,Tennessee,False,Other,Car,True,-84.256,35.797,True
1195,2016-03-13,Shot,Gun,26.0,Male,"White, non-Hispanic",Piedmont,Alabama,False,Attack,Car,False,-85.611,33.925,True
1196,2016-03-13,Shot,Gun,24.0,Male,"Black, non-Hispanic",Chester,Pennsylvania,False,Attack,Not fleeing,False,-75.368,39.845,True
1197,2016-03-13,Shot,Hammer,38.0,Female,"White, non-Hispanic",Vancouver,Washington,True,Attack,Not fleeing,False,-122.574,45.681999999999995,True
1198,2016-03-13,Shot,Gun,28.0,Male,"Black, non-Hispanic",Landover,Maryland,False,Other,Not fleeing,False,-76.875,38.918,True
1199,2016-03-14,Shot,Gun,29.0,Male,"Black, non-Hispanic",Chicago,Illinois,False,Attack,Foot,False,-87.71799999999999,41.871,True
1200,2016-03-15,Shot,Gun,34.0,Male,"White, non-Hispanic",Russellville,Kentucky,False,Other,Foot,False,-86.891,36.852,True
1201,2016-03-15,Shot,Knife,38.0,Male,"White, non-Hispanic",Evansville,Indiana,False,Other,Car,True,-87.51,37.993,True
1202,2016-03-15,Shot,Gun,43.0,Male,"White, non-Hispanic",Fort Worth,Texas,False,Other,Other,True,-97.38799999999999,32.73,True
1203,2016-03-16,Shot,Unarmed,23.0,Male,Hispanic,Florence,California,True,Other,Not fleeing,False,-118.241,33.981,True
1204,2016-03-16,Shot,Gun,33.0,Male,Hispanic,San Antonio,Texas,True,Attack,Not fleeing,False,-98.484,29.363000000000003,True
1205,2016-03-16,Shot,Gun,40.0,Male,"White, non-Hispanic",Anson County,North Carolina,True,Attack,Not fleeing,False,-80.188,34.905,True
1206,2016-03-17,Shot,Gun,38.0,Male,Asian,Burnsville,Minnesota,True,Other,Not fleeing,True,-93.318,44.776,True
1207,2016-03-17,Shot,Gun,53.0,Male,Asian,Tampa,Florida,False,Attack,Not fleeing,False,-82.499,27.889,True
1208,2016-03-17,Shot,Gun,29.0,Male,"Black, non-Hispanic",Houston,Texas,False,Attack,,False,-95.42399999999999,29.99,True
1209,2016-03-17,Shot,Gun,30.0,Male,"Black, non-Hispanic",Houston,Texas,False,Attack,Not fleeing,False,-95.42399999999999,29.99,True
1210,2016-03-18,Shot,Gun,49.0,Male,,Byron,California,True,Attack,Not fleeing,False,-121.66,37.882,True
1211,2016-03-18,Shot,Gun,60.0,Male,"White, non-Hispanic",Idaho Falls,Idaho,False,Other,Not fleeing,False,-112.155,43.503,True
1212,2016-03-19,Shot,Toy Weapon,25.0,Female,"Black, non-Hispanic",Norfolk,Virginia,False,Attack,Not fleeing,False,-76.191,36.927,True
1213,2016-03-19,Shot,,24.0,Male,"White, non-Hispanic",Covington,Louisiana,False,,Car,False,-90.06,30.426,True
1214,2016-03-19,Shot,Gun,21.0,Male,"Black, non-Hispanic",Chicago,Illinois,False,Attack,Foot,False,-87.79299999999999,41.992,True
1215,2016-03-19,Shot,Gun,23.0,Male,"White, non-Hispanic",White Plains,Kentucky,False,Attack,Other,False,-87.40799999999999,37.145,True
1216,2016-03-20,Shot,Knife,61.0,Male,"White, non-Hispanic",Hopewell,Virginia,True,Other,Not fleeing,True,-77.289,37.291,True
1217,2016-03-20,Shot,Gun,54.0,Male,"White, non-Hispanic",Fort Littleton,Pennsylvania,False,Attack,Other,False,-77.968,40.071,True
1218,2016-03-20,Shot,Gun,62.0,Male,Hispanic,Fort Wayne,Indiana,False,Attack,Foot,False,-85.133,41.05,True
1219,2016-03-20,Shot,Toy Weapon,16.0,Male,"Black, non-Hispanic",Gainesville,Florida,True,Other,Not fleeing,False,-82.405,29.641,True
1220,2016-03-21,Shot,Toy Weapon,25.0,Male,"White, non-Hispanic",Stamford,Connecticut,True,Attack,Not fleeing,False,-73.528,41.114,True
1221,2016-03-21,Shot,Gun,28.0,Male,"White, non-Hispanic",South Greensburg,Pennsylvania,True,Attack,Car,False,-79.547,40.279,True
1222,2016-03-21,Shot and Tasered,Knife,76.0,Male,"White, non-Hispanic",Burlington,Vermont,True,Other,Not fleeing,True,-73.21600000000001,44.477,True
1223,2016-03-22,Shot,Pick-Axe,25.0,Male,Hispanic,Miami,Florida,True,Other,Not fleeing,False,-80.422,25.596999999999998,True
1224,2016-03-22,Shot,,33.0,Male,"White, non-Hispanic",Fredericksburg,Virginia,False,Attack,Other,True,-77.48100000000001,38.281,True
1225,2016-03-23,Shot,Gun,51.0,Male,"White, non-Hispanic",Thornton,Colorado,False,Attack,Not fleeing,False,-104.984,39.789,True
1226,2016-03-23,Shot,Gun,34.0,Male,Hispanic,Fresno,California,False,Attack,Foot,True,-119.791,36.77,True
1227,2016-03-23,Shot,Gun,30.0,Male,"Black, non-Hispanic",Raleigh,Tennessee,True,Attack,Not fleeing,False,-89.95,35.228,True
1228,2016-03-24,Shot,Knife,44.0,Male,"White, non-Hispanic",Braintree,Massachusetts,False,Other,Foot,False,-71.033,42.272,True
1229,2016-03-24,Shot,Toy Weapon,24.0,Male,"Black, non-Hispanic",Pawtucket,Rhode Island,False,Attack,Foot,False,-71.369,41.891000000000005,True
1230,2016-03-24,Shot,Gun,29.0,Male,"White, non-Hispanic",Redlands,California,False,Attack,Not fleeing,False,-117.17399999999999,34.06,True
1231,2016-03-24,Shot,Gun And Knife,48.0,Male,Hispanic,Pueblo,Colorado,False,Other,Not fleeing,True,-104.564,38.275,True
1232,2016-03-24,Shot,Gun,19.0,Male,Hispanic,Pueblo of Laguna,New Mexico,False,Attack,Not fleeing,True,-106.617,35.086,True
1233,2016-03-24,Shot,Gun,22.0,Male,"Black, non-Hispanic",Blue Springs,Missouri,False,Attack,Not fleeing,False,-94.272,39.037,True
1234,2016-03-26,Shot,Meat Cleaver,39.0,Male,Hispanic,Lowell,Massachusetts,True,Other,Not fleeing,False,-71.317,42.632,True
1235,2016-03-26,Shot,Gun,36.0,Male,"White, non-Hispanic",Grundy,Virginia,True,Other,Not fleeing,False,-82.09899999999999,37.278,True
1236,2016-03-26,Shot,Gun,55.0,Male,"White, non-Hispanic",Myrtle Beach,South Carolina,False,Attack,Not fleeing,True,-78.882,33.711,True
1237,2016-03-26,Shot,Gun,46.0,Male,"White, non-Hispanic",Tampa,Florida,True,Attack,Not fleeing,False,-82.426,28.054000000000002,True
1238,2016-03-27,Shot,Knife,34.0,Male,"White, non-Hispanic",Lee's Summit,Missouri,True,Other,Not fleeing,False,-94.385,38.989000000000004,True
1239,2016-03-27,Shot,Scissors,27.0,Female,Native American,Winslow,Arizona,False,Other,Not fleeing,True,-110.697,35.024,True
1240,2016-03-27,Shot,Gun,33.0,Male,"White, non-Hispanic",Roswell,New Mexico,True,Attack,Not fleeing,True,-104.554,33.385,True
1241,2016-03-27,Shot,Gun,18.0,Male,"Black, non-Hispanic",Kinston,North Carolina,False,Other,Not fleeing,False,-77.634,35.330999999999996,True
1242,2016-03-27,Shot,Gun,33.0,Male,"White, non-Hispanic",Splendora,Texas,True,Attack,Not fleeing,False,-95.161,30.233,True
1243,2016-03-29,Shot,Gun,51.0,Male,"White, non-Hispanic",Piedmont,South Carolina,True,Attack,Not fleeing,False,-82.414,34.783,True
1244,2016-03-29,Shot,Gun,50.0,Female,"White, non-Hispanic",Aitkin,Minnesota,True,Attack,Not fleeing,False,-93.71,46.533,True
1245,2016-03-29,Shot and Tasered,Flashlight,46.0,Male,"White, non-Hispanic",Clearlake Park,California,False,Attack,Not fleeing,True,-122.655,38.976,True
1246,2016-03-30,Shot,Gun,33.0,Male,"White, non-Hispanic",Los Angeles,California,False,Attack,Foot,False,-118.139,34.015,True
1247,2016-03-30,Shot,Gun,25.0,Male,Hispanic,Glendale,Arizona,False,,Not fleeing,False,-112.225,33.523,True
1248,2016-03-30,Shot,Gun,52.0,Male,"White, non-Hispanic",Jackson,Georgia,False,Attack,Not fleeing,False,-83.963,33.282,True
1249,2016-03-31,Shot,Gun,18.0,Male,"Black, non-Hispanic",Baltimore,Maryland,False,Attack,Not fleeing,False,-76.61,39.309,True
1250,2016-03-31,Shot,Gun,43.0,Male,"Black, non-Hispanic",Baltimore,Maryland,False,Attack,Not fleeing,False,-76.61,39.309,True
1251,2016-03-31,Shot,Gun,34.0,Male,"Black, non-Hispanic",Richmond,Virginia,False,Attack,Not fleeing,False,-77.411,37.534,True
1252,2016-03-31,Shot,Gun,31.0,Male,"Black, non-Hispanic",Las Vegas,Nevada,False,Attack,Foot,True,-115.296,36.328,True
1253,2016-04-01,Shot,Shovel,65.0,Male,Hispanic,Lockhart,Texas,True,,Not fleeing,False,-97.669,29.873,True
1254,2016-04-01,Shot,Gun,37.0,Male,Hispanic,Odessa,Texas,False,Attack,Not fleeing,False,-102.32799999999999,31.865,True
1255,2016-04-02,Shot,Gun,30.0,Male,"Black, non-Hispanic",Indianapolis,Indiana,False,Attack,Not fleeing,False,-86.235,39.824,True
1256,2016-04-03,Shot,Unknown Weapon,36.0,Female,"White, non-Hispanic",Macon County,Alabama,True,Other,Not fleeing,True,-85.685,32.373000000000005,True
1257,2016-04-03,Shot,Gun,25.0,Male,"White, non-Hispanic",Austin,Texas,False,Attack,Foot,False,-97.751,30.27,True
1258,2016-04-03,Shot,Taser,69.0,Male,"White, non-Hispanic",Eau Claire,Wisconsin,False,Attack,Not fleeing,False,-91.546,44.824,True
1259,2016-04-03,Shot,,48.0,Male,"White, non-Hispanic",Raceland,Louisiana,False,,,False,-90.62,29.736,True
1260,2016-04-04,Shot,Knife,50.0,Male,Hispanic,Minneapolis,Minnesota,True,Attack,Not fleeing,False,-93.244,44.961999999999996,True
