,Date,Manner of Death,Armed,Age,Gender,Race,City,State,Signs of Mental Illness,Threat Level,Flee,Body Camera,Longitude,Latitude,Is Geocoding Exact
3135,2018-03-05,Shot,Knife,44.0,Male,"White, non-Hispanic",Lakeland,Florida,True,Other,Foot,False,-81.95,28.039,True
3136,2018-03-05,Shot,Gun,65.0,Male,"White, non-Hispanic",Barnwell,Alabama,False,Attack,Not fleeing,False,-87.861,30.421,True
3137,2018-03-05,Shot,Gun,,Male,,Kansas City,Missouri,False,Attack,,False,-94.492,39.036,True
3138,2018-03-05,Shot,Gun,35.0,Male,"White, non-Hispanic",Oil Springs,Kentucky,True,Attack,Not fleeing,False,,,True
3139,2018-03-05,Shot,Knife,25.0,Male,"White, non-Hispanic",Farmington,New Mexico,False,Other,Not fleeing,False,-108.18799999999999,36.725,True
3140,2018-03-06,Shot,Gun,40.0,Male,"White, non-Hispanic",North Manchester,Indiana,False,Attack,Not fleeing,True,-85.795,41.0,True
3141,2018-03-06,Shot,Gun,36.0,Male,"White, non-Hispanic",Terre Haute,Indiana,True,Attack,Not fleeing,False,-87.385,39.45,True
3142,2018-03-06,Shot,Gun,55.0,Male,"White, non-Hispanic",Pueblo,Colorado,False,Attack,Foot,False,-104.594,38.275999999999996,True
3143,2018-03-06,Shot,Gun,19.0,Male,Hispanic,San Francisco,California,False,Attack,Not fleeing,False,-122.41799999999999,37.759,True
3144,2018-03-06,Shot,Gun,70.0,Male,"White, non-Hispanic",Shelbyville,Texas,False,Other,Not fleeing,False,-93.955,31.639,True
3145,2018-03-06,Shot,Gun,37.0,Male,"Black, non-Hispanic",Clinton,Missouri,True,Attack,Not fleeing,False,-93.78,38.368,True
3146,2018-03-07,Shot,Gun,53.0,Male,"White, non-Hispanic",Long Beach,California,False,Attack,Not fleeing,False,-118.195,33.766999999999996,True
3147,2018-03-07,Shot,Unarmed,84.0,Female,"White, non-Hispanic",Bexar County,Texas,False,Other,Not fleeing,False,-98.669,29.669,True
3148,2018-03-07,Shot and Tasered,Pick-Axe,46.0,Male,Hispanic,Austin,Texas,True,Other,Not fleeing,False,-97.68799999999999,30.272,True
3149,2018-03-08,Shot,Gun,29.0,Male,"Black, non-Hispanic",Spotsylvania,Virginia,False,Attack,Other,False,-111.676,40.056999999999995,True
3150,2018-03-08,Shot,Toy Weapon,,Male,,Pottstown,Pennsylvania,True,Other,Not fleeing,False,-75.654,40.246,True
3151,2018-03-08,Shot,Gun,27.0,Male,Native American,Pilot Station,Alaska,False,Attack,Foot,False,,,True
3153,2018-03-09,Shot,Knife,32.0,Female,"White, non-Hispanic",Tarpon Springs,Florida,False,Other,Not fleeing,False,-82.765,28.15,True
3154,2018-03-09,Shot,Gun,27.0,Male,Hispanic,Phoenix,Arizona,False,Attack,Foot,False,-112.164,33.486999999999995,True
3155,2018-03-09,Shot,Knife,38.0,Male,Asian,Arlington,Texas,False,Attack,Not fleeing,False,-97.14,32.652,True
3156,2018-03-10,Shot,Gun,20.0,Male,"Black, non-Hispanic",Hillsboro,Oregon,True,Attack,Not fleeing,False,-122.926,45.505,True
3157,2018-03-10,Shot,Gun,45.0,Male,Hispanic,Fontana,California,False,Attack,Not fleeing,False,-117.445,34.119,True
3158,2018-03-11,Shot,Gun,32.0,Male,"White, non-Hispanic",Oakland,California,True,Attack,Not fleeing,False,-122.274,37.830999999999996,True
3159,2018-03-11,Shot,Gun,48.0,Male,Hispanic,Fort Sumner,New Mexico,False,Other,Foot,False,-104.24600000000001,34.472,True
3160,2018-03-11,Shot,Gun,57.0,Male,Hispanic,Midland,Texas,False,Attack,Not fleeing,False,-102.07700000000001,31.93,True
3161,2018-03-12,Shot,Knife,34.0,Female,"Black, non-Hispanic",Elgin,Illinois,True,Other,Car,True,-88.28299999999999,42.066,True
3162,2018-03-12,Shot,Gun,16.0,Male,"White, non-Hispanic",Midland,Michigan,True,Attack,Foot,False,-84.20299999999999,43.626000000000005,True
3163,2018-03-12,Shot,Gun,47.0,Male,"White, non-Hispanic",Blackman Township,Michigan,False,Attack,Foot,False,-84.366,42.254,True
3164,2018-03-12,Shot,Gun,61.0,Male,"White, non-Hispanic",Lexington,North Carolina,False,Attack,Not fleeing,False,-80.354,35.812,True
3165,2018-03-12,Shot,,32.0,Male,"White, non-Hispanic",West Fargo,North Dakota,False,Attack,Car,False,-96.91799999999999,46.86600000000001,True
3166,2018-03-12,Shot,Gun,31.0,Male,"White, non-Hispanic",Colorado Springs,Colorado,False,Other,Not fleeing,False,-104.822,38.809,True
3167,2018-03-12,Shot and Tasered,Baseball Bat,46.0,Male,"Black, non-Hispanic",Manhasset,New York,False,Attack,Not fleeing,False,-73.707,40.79,True
3168,2018-03-12,Shot and Tasered,Baton,27.0,Male,"Black, non-Hispanic",Tulare,California,True,Attack,Foot,False,-119.337,36.217,True
3169,2018-03-13,Shot,Gun,31.0,Male,"White, non-Hispanic",Sandy,Utah,False,Other,Not fleeing,False,-111.88600000000001,40.589,True
3170,2018-03-14,Shot,,26.0,Male,"White, non-Hispanic",Keizer,Oregon,False,Other,Foot,False,-123.01100000000001,45.001999999999995,True
3171,2018-03-14,Shot,Unarmed,31.0,Male,"Black, non-Hispanic",East Baton Rouge,Louisiana,True,Attack,Not fleeing,False,-91.12700000000001,30.453000000000003,True
3173,2018-03-15,Shot and Tasered,Unarmed,27.0,Male,"Black, non-Hispanic",Casa Grande,Arizona,False,Attack,Not fleeing,False,-111.721,32.942,True
3174,2018-03-16,Shot,Gun,49.0,Male,"Black, non-Hispanic",Clarksville,Tennessee,False,Attack,Not fleeing,False,-87.27,36.571,True
3175,2018-03-16,Shot,Knife,26.0,Male,"White, non-Hispanic",Jonesborough,Tennessee,True,Other,Foot,False,-82.46,36.302,True
3176,2018-03-16,Shot,Knife,28.0,Male,"White, non-Hispanic",Elk Plain,Washington,True,Other,Not fleeing,False,-122.375,47.028,True
3177,2018-03-16,Shot,Ax,62.0,Male,"White, non-Hispanic",Burnsville,North Carolina,False,Other,,False,-82.354,35.933,True
3178,2018-03-16,Shot,,34.0,Male,,Harris County,Texas,False,Attack,Not fleeing,False,-95.522,30.033,True
3179,2018-03-17,Shot,Gun,50.0,Male,Hispanic,Valley View,California,False,Other,Car,False,-116.973,33.22,True
3180,2018-03-18,Shot,,,Male,,Lancaster,Texas,False,Attack,Car,False,-96.76799999999999,32.606,True
3181,2018-03-18,Shot,Unarmed,23.0,Male,"Black, non-Hispanic",Sacramento,California,False,Other,Foot,True,-121.475,38.486999999999995,True
3182,2018-03-18,Shot,Knife,40.0,Male,Hispanic,South El Monte,California,False,Other,Foot,False,-118.04700000000001,34.033,True
3183,2018-03-19,Shot,Gun,50.0,Male,Native American,Utica,Kentucky,False,Attack,Other,False,-87.095,37.68,True
3184,2018-03-19,Shot,Crossbow,50.0,Male,"White, non-Hispanic",Lone Rock,Arkansas,False,Other,Not fleeing,False,-92.369,36.158,True
3185,2018-03-19,Shot,Unarmed,27.0,Male,Asian,Denver,Colorado,False,Other,Car,False,-104.902,39.775999999999996,True
3186,2018-03-19,Shot and Tasered,Knife,35.0,Male,"Black, non-Hispanic",Greenville,South Carolina,False,Other,Not fleeing,True,-82.411,34.87,True
3187,2018-03-20,Shot,Gun,32.0,Male,"White, non-Hispanic",Scott County,Kentucky,False,Attack,Not fleeing,False,-84.546,38.231,True
3188,2018-03-20,Shot,Gun,56.0,Male,"White, non-Hispanic",Timberlake,North Carolina,True,Attack,Not fleeing,False,-78.935,36.330999999999996,True
3189,2018-03-20,Shot,Gun,20.0,Male,"White, non-Hispanic",Winter Haven,Florida,True,Attack,Not fleeing,False,,,True
3190,2018-03-20,Shot,Gun,56.0,Male,"White, non-Hispanic",Princeton,New Jersey,False,Other,Not fleeing,False,-74.658,40.35,True
3191,2018-03-21,Shot,Gun,39.0,Male,Native American,Owasso,Oklahoma,True,Attack,Not fleeing,True,-95.807,36.312,True
3192,2018-03-21,Shot,Knife,47.0,Male,"White, non-Hispanic",Mannford,Oklahoma,True,Other,Not fleeing,False,-96.35700000000001,36.122,True
3193,2018-03-21,Shot,Gun,25.0,Male,"White, non-Hispanic",Amelia Island,Florida,True,Attack,Not fleeing,False,-81.445,30.59,True
3194,2018-03-21,Shot,Gun,21.0,Male,Asian,San Francisco,California,False,Attack,Not fleeing,False,-122.44,37.716,True
3195,2018-03-21,Shot,Knife,18.0,Male,Hispanic,Littlefield,Texas,False,Attack,Foot,False,-102.335,33.928000000000004,True
3196,2018-03-22,Shot,Gun,36.0,Male,Hispanic,Aurora,Illinois,False,Attack,Foot,False,-88.31200000000001,41.757,True
3197,2018-03-22,Shot,Unarmed,35.0,Male,"Black, non-Hispanic",Greenspoint,Texas,True,Attack,Not fleeing,False,-95.4,29.951,True
3198,2018-03-23,Shot,Gun,29.0,Male,"White, non-Hispanic",Abilene,Texas,False,Attack,Not fleeing,False,-99.771,32.444,True
3199,2018-03-23,Shot,Unarmed,32.0,Male,,Bogalusa,Louisiana,False,Attack,Not fleeing,False,-89.859,30.788,True
3200,2018-03-23,Shot,Gun,20.0,Male,Hispanic,Childress,Texas,False,Attack,Foot,False,,,True
3201,2018-03-23,Shot,,30.0,Male,"Black, non-Hispanic",Largo,Florida,False,Attack,Not fleeing,False,-82.788,27.929000000000002,True
3202,2018-03-23,Shot,Unknown Weapon,40.0,Male,"White, non-Hispanic",Genesee Township,Michigan,False,Other,Car,False,-83.63600000000001,43.051,True
3203,2018-03-23,Shot,Incendiary Device,48.0,Male,Hispanic,Douglas,Arizona,False,Other,Not fleeing,False,-109.54799999999999,31.351,True
3204,2018-03-23,Shot,Unknown Weapon,,Male,,Scottsdale,Arizona,False,Other,Not fleeing,False,-111.884,33.537,True
3205,2018-03-23,Shot and Tasered,Knife,23.0,Male,"White, non-Hispanic",Phoenix,Arizona,False,Attack,Not fleeing,False,-112.221,33.495,True
3206,2018-03-24,Shot,Unarmed,42.0,Male,"White, non-Hispanic",Nikolaevsk,Alaska,False,Attack,Not fleeing,False,-151.61700000000002,59.809,True
3207,2018-03-24,Shot,Knife,20.0,Male,Native American,Anchorage,Alaska,False,Other,Foot,False,-149.817,61.216,True
3208,2018-03-24,Shot,Gun,25.0,Female,"White, non-Hispanic",Columbus,Ohio,False,Attack,Not fleeing,False,-82.835,39.876999999999995,True
3209,2018-03-25,Shot,Gun,28.0,Male,Hispanic,Austin,Texas,False,Attack,Not fleeing,False,-97.756,30.198,True
3210,2018-03-26,Shot,Gun,34.0,Male,"White, non-Hispanic",Wise County,Virginia,False,Other,Car,False,,,True
3211,2018-03-27,Shot,Gun,41.0,Male,Hispanic,Sanford,North Carolina,False,Attack,Not fleeing,True,-79.167,35.477,True
3212,2018-03-27,Shot,Unarmed,24.0,Male,"White, non-Hispanic",Midway,Florida,True,Attack,Other,True,-86.992,30.408,True
3213,2018-03-27,Shot,Unknown Weapon,29.0,Male,"White, non-Hispanic",Nampa,Idaho,False,,Not fleeing,False,-116.54299999999999,43.611000000000004,True
3214,2018-03-27,Shot,Vehicle,33.0,Female,"White, non-Hispanic",Montgomery,Alabama,False,Attack,Car,False,-86.28299999999999,32.418,True
3215,2018-03-27,Shot,Gun,44.0,Male,Hispanic,Phoenix,Arizona,False,Attack,Not fleeing,False,-112.12200000000001,33.458,True
3216,2018-03-28,Shot,Gun And Knife,31.0,Male,"White, non-Hispanic",Stillwater,Oklahoma,True,Other,Not fleeing,False,-97.06299999999999,36.134,True
3217,2018-03-28,Shot,Gun,26.0,Male,"White, non-Hispanic",Lower Macungie Township,Pennsylvania,False,Attack,Foot,False,-75.58,40.553000000000004,True
3218,2018-03-28,Shot,Gun,51.0,Male,"White, non-Hispanic",Elizabethtown,Kentucky,False,Attack,Not fleeing,False,-85.904,37.755,True
3219,2018-03-28,Shot,,64.0,Male,"White, non-Hispanic",Sylacauga,Alabama,False,Attack,Car,False,-86.28,33.163000000000004,True
3220,2018-03-28,Shot,Gun,29.0,Male,"White, non-Hispanic",Swansea,South Carolina,True,Other,Car,False,-80.992,33.79,True
3221,2018-03-28,Shot,Knife,61.0,Male,"White, non-Hispanic",Surprise,Arizona,False,Other,Not fleeing,False,-112.325,33.639,True
3222,2018-03-29,Shot,Gun,44.0,Male,Hispanic,Pasadena,Texas,True,Attack,Other,True,-95.208,29.701999999999998,True
3223,2018-03-29,Shot,Gun,39.0,Male,"Black, non-Hispanic",Charleston,West Virginia,True,Attack,Car,False,-81.657,38.367,True
3224,2018-03-29,Shot,Gun,35.0,Male,"White, non-Hispanic",Clarksville,Tennessee,False,Other,Other,False,-87.304,36.571,True
3225,2018-03-29,Shot and Tasered,Knife,39.0,Male,"White, non-Hispanic",Las Vegas,Nevada,False,Other,Not fleeing,True,-115.15299999999999,36.147,True
3226,2018-03-30,Shot,Gun,60.0,Male,"Black, non-Hispanic",Winston-Salem,North Carolina,False,Other,Not fleeing,False,-80.217,36.118,True
3227,2018-03-30,Shot,Toy Weapon,42.0,Male,"White, non-Hispanic",Atwater,California,False,Other,Not fleeing,False,-120.626,37.353,True
3228,2018-03-31,Shot,Machete,27.0,Male,"White, non-Hispanic",Guthrie,Oklahoma,False,Attack,Not fleeing,False,-97.416,35.882,True
3229,2018-03-31,Shot,,21.0,Male,Hispanic,Reno,Nevada,False,Attack,Not fleeing,False,-119.78,39.483000000000004,True
3230,2018-04-01,Shot,Gun,33.0,Male,Hispanic,San Antonio,Texas,False,Other,Not fleeing,False,-98.48700000000001,29.609,True
3231,2018-04-01,Shot,Gun,60.0,Male,"Black, non-Hispanic",New Llano,Louisiana,False,Attack,Not fleeing,False,-93.28299999999999,31.114,True
3232,2018-04-01,Shot,Gun,24.0,Male,"White, non-Hispanic",Goodbee,Louisiana,False,Attack,Car,False,-90.193,30.496,True
3233,2018-04-01,Shot,Gun,41.0,Male,"Black, non-Hispanic",Tampa,Florida,False,Attack,Car,False,-82.443,27.976,True
3234,2018-04-01,Shot,Knife,41.0,Male,"Black, non-Hispanic",Greenville,North Carolina,False,Other,Not fleeing,False,-77.432,35.554,True
3235,2018-04-01,Shot,Gun,34.0,Male,"Black, non-Hispanic",Jackson,Michigan,True,Attack,Not fleeing,False,-84.405,42.24,True
3236,2018-04-01,Shot,Knife,23.0,Male,Hispanic,Brownsville,Texas,True,Other,Not fleeing,False,-97.478,25.965999999999998,True
3237,2018-04-01,Shot,Knife,38.0,Male,"White, non-Hispanic",Belton,Missouri,False,Other,,False,-94.538,38.813,True
3238,2018-04-01,Shot,Gun,58.0,Male,"White, non-Hispanic",Phoenix,Arizona,False,Other,Foot,False,,,True
3239,2018-04-03,Shot,Gun,49.0,Male,"White, non-Hispanic",Huntsville,Alabama,True,,Not fleeing,True,-86.666,34.717,True
3240,2018-04-04,Shot,Knife,27.0,Male,"Black, non-Hispanic",Okmulgee,Oklahoma,True,Other,Not fleeing,False,-95.973,35.625,True
3241,2018-04-04,Shot,Gun,34.0,Male,Hispanic,Corpus Christi,Texas,False,Other,Foot,False,-97.36399999999999,27.69,True
3242,2018-04-04,Shot,Metal Pipe,34.0,Male,"Black, non-Hispanic",New York,New York,True,Attack,Not fleeing,False,-73.932,40.664,True
3243,2018-04-04,Shot,Gun,70.0,Male,,Molena,Georgia,False,Attack,Not fleeing,False,-84.405,33.06,True
3244,2018-04-04,Shot,Gun,44.0,Female,"White, non-Hispanic",Phoenix,Arizona,False,Attack,Not fleeing,False,-112.152,33.655,True
3245,2018-04-04,Shot,Gun,30.0,Male,"White, non-Hispanic",Mesa,Arizona,False,Attack,Foot,False,-111.74,33.379,True
3246,2018-04-05,Shot,Gun,81.0,Male,"White, non-Hispanic",Greece,New York,False,Attack,Not fleeing,False,-77.7,43.245,True
3247,2018-04-05,Shot,Gun,40.0,Male,"White, non-Hispanic",Volant,Pennsylvania,False,Attack,Not fleeing,False,-80.259,41.113,True
3248,2018-04-05,Shot,Knife,27.0,Male,"Black, non-Hispanic",South Bend,Indiana,False,Other,Not fleeing,False,-86.279,41.672,True
3249,2018-04-05,Shot,Vehicle,26.0,Male,"Black, non-Hispanic",Barstow,California,False,Attack,Not fleeing,False,-116.994,34.885,True
3250,2018-04-05,Shot,Gun,18.0,Male,Asian,Fremont,California,False,Attack,Foot,False,-122.024,37.568000000000005,True
3251,2018-04-05,Shot,Gun,59.0,Male,"White, non-Hispanic",Reynoldsville,West Virginia,False,Other,Foot,True,-80.439,39.293,True
3252,2018-04-05,Shot,Knife,56.0,Male,Hispanic,South Bend,Indiana,True,Other,Not fleeing,False,-86.279,41.672,True
3253,2018-04-05,Shot,Gun,22.0,Male,Hispanic,Las Vegas,Nevada,True,Attack,Not fleeing,False,-115.041,36.163000000000004,True
3254,2018-04-06,Shot,Gun,26.0,Male,,Marysville,California,False,Attack,Car,False,,,True
3255,2018-04-06,Shot,Gun,34.0,Male,Asian,Las Vegas,Nevada,False,Attack,Not fleeing,False,-115.041,36.167,True
3256,2018-04-06,Shot,Knife,23.0,Male,"White, non-Hispanic",Searcy County,Arkansas,False,Attack,Foot,False,-92.59899999999999,35.953,True
3257,2018-04-06,Shot,Gun,36.0,Male,"White, non-Hispanic",Federal Way,Washington,False,Attack,Not fleeing,False,-122.29700000000001,47.35,True
3258,2018-04-07,Shot,Knife,48.0,Male,"White, non-Hispanic",Portland,Oregon,True,Other,Other,False,-122.66,45.519,True
3259,2018-04-07,Shot,Gun,33.0,Male,"White, non-Hispanic",Oroville,California,False,Attack,Not fleeing,False,-121.56700000000001,39.506,True
3260,2018-04-08,Shot,Toy Weapon,24.0,Male,Hispanic,Cathedral City,California,False,Attack,Not fleeing,False,-116.465,33.805,True
3261,2018-04-08,Shot,Unarmed,25.0,Male,"Black, non-Hispanic",Danville,Virginia,False,Other,Other,True,-79.384,36.617,True
3262,2018-04-08,Shot,Screwdriver,20.0,Male,"Black, non-Hispanic",West Valley City,Utah,False,Other,Foot,True,-111.948,40.695,True
3263,2018-04-08,Shot,Screwdriver,45.0,Male,"White, non-Hispanic",Louisville,Kentucky,False,Other,Not fleeing,True,-85.84100000000001,38.15,True
3264,2018-04-09,Shot,Gun,29.0,Male,"White, non-Hispanic",Reseda,California,False,Other,Foot,True,-118.56200000000001,34.189,True
3265,2018-04-09,Shot,Gun,34.0,Male,"White, non-Hispanic",Oaks,Oklahoma,False,Other,Not fleeing,True,-94.86,36.191,True
3266,2018-04-09,Shot and Tasered,Knife,23.0,Male,"White, non-Hispanic",Troy,Michigan,False,Attack,Not fleeing,False,-83.116,42.591,True
3267,2018-04-09,Shot and Tasered,Knife,29.0,Male,"White, non-Hispanic",Billings,Montana,False,Attack,Not fleeing,True,-108.51,45.778999999999996,True
3268,2018-04-10,Shot,Toy Weapon,44.0,Male,"White, non-Hispanic",Billings,Montana,False,Other,Not fleeing,False,-108.554,45.784,True
3269,2018-04-10,Shot,Gun,39.0,Male,,Tucson,Arizona,False,Other,Not fleeing,False,-110.959,32.265,True
3270,2018-04-10,Shot,Knife,30.0,Male,"Black, non-Hispanic",Baldwin Hills,California,True,Other,Foot,False,-118.339,34.01,True
3271,2018-04-10,Shot,,28.0,Male,"White, non-Hispanic",Royal Oak,Michigan,False,Other,Car,False,-83.18700000000001,42.518,True
3272,2018-04-11,Shot,Gun,71.0,Female,"White, non-Hispanic",Winn Parish,Louisiana,False,Attack,Not fleeing,False,-92.932,31.826,True
3273,2018-04-11,Shot,Gun,25.0,Male,"Black, non-Hispanic",Gardena,California,False,Attack,Not fleeing,False,-118.318,33.916,True
3274,2018-04-11,Shot,Gun,61.0,Male,"White, non-Hispanic",Pembroke,New York,True,Attack,Not fleeing,True,-78.399,43.026,True
3275,2018-04-11,Shot,Machete,39.0,Male,"White, non-Hispanic",Sparta,North Carolina,False,Other,Not fleeing,True,-81.12,36.506,True
3276,2018-04-11,Shot,Gun,50.0,Male,"White, non-Hispanic",Winn Parish,Louisiana,False,Attack,Not fleeing,False,-92.932,31.826,True
3277,2018-04-12,Shot,Gun,,Male,"Black, non-Hispanic",Atlanta,Georgia,True,Attack,Not fleeing,False,-84.434,33.766,True
3278,2018-04-12,Shot,Gun,23.0,Male,"White, non-Hispanic",Lake Elmo,Minnesota,True,,Not fleeing,False,-92.88,44.998999999999995,True
3279,2018-04-12,Shot,Knife,39.0,Male,"Black, non-Hispanic",Helena-West Helena,Arkansas,False,Attack,Not fleeing,False,-90.63600000000001,34.545,True
3280,2018-04-12,Shot,Gun,45.0,Male,"Black, non-Hispanic",Washington,Pennsylvania,False,Attack,Other,False,-80.197,40.163000000000004,True
3281,2018-04-12,Shot,Glass Shard,,Male,,Trinidad,Colorado,False,Other,Not fleeing,False,-104.51100000000001,37.163000000000004,True
3282,2018-04-13,Shot,Knife,34.0,Male,"White, non-Hispanic",Waco,Texas,False,Other,Not fleeing,False,-97.15,31.519000000000002,True
3283,2018-04-13,Shot,Gun,31.0,Male,"White, non-Hispanic",Thornton,Colorado,False,Other,Car,False,-104.97399999999999,39.856,True
3284,2018-04-14,Shot,Gun,55.0,Male,Hispanic,Millville,New Jersey,False,Other,Car,False,-75.027,39.38,True
3285,2018-04-14,Shot,Gun,39.0,Male,"Black, non-Hispanic",Phoenix,Arizona,False,Attack,Other,False,-112.089,33.48,True
3286,2018-04-14,Shot,Vehicle,32.0,Male,"White, non-Hispanic",Carrollton,Georgia,False,Attack,Not fleeing,False,-85.12700000000001,33.628,True
3287,2018-04-14,Shot,Gun,44.0,Male,Hispanic,Phoenix,Arizona,False,Attack,Not fleeing,False,-112.073,33.378,True
3288,2018-04-14,Shot,Toy Weapon,24.0,Male,"White, non-Hispanic",Anaheim,California,True,Attack,Not fleeing,True,-117.934,33.852,True
3289,2018-04-15,Shot,Knife,36.0,Male,Native American,Lodge Grass,Montana,False,Other,Not fleeing,False,-107.37,45.317,True
3290,2018-04-17,Shot,Screwdriver,41.0,Male,"Black, non-Hispanic",Magna,Utah,True,Attack,Car,False,-112.09200000000001,40.711,True
3291,2018-04-17,Shot,,25.0,Male,"Black, non-Hispanic",Austell,Georgia,False,Attack,Car,False,-84.555,33.772,True
3292,2018-04-17,Shot,Vehicle,39.0,Male,"White, non-Hispanic",Tishomingo,Oklahoma,False,Attack,Car,False,-96.689,34.25,True
3293,2018-04-17,Shot,,40.0,Male,"White, non-Hispanic",Cumberland County,Kentucky,False,Attack,Car,False,-85.32700000000001,36.858000000000004,True
3294,2018-04-18,Shot,Knife,32.0,Male,"White, non-Hispanic",Douglasville,Georgia,False,Attack,Not fleeing,True,-84.72200000000001,33.747,True
3295,2018-04-18,Shot,Gun,45.0,Male,"White, non-Hispanic",Greene County,Missouri,False,Attack,Foot,False,-93.089,37.205999999999996,True
3296,2018-04-18,Shot,Gun,31.0,Male,"Black, non-Hispanic",Fort Lauderdale,Florida,False,Attack,Not fleeing,False,-80.154,26.136,True
3297,2018-04-18,Shot,Knife,32.0,Male,Native American,Sugar House,Utah,True,Other,Not fleeing,False,-111.86,40.744,True
3298,2018-04-18,Shot,Gun,48.0,Male,"Black, non-Hispanic",Pavilion Township,Michigan,False,Attack,Not fleeing,False,-85.49600000000001,42.245,True
3299,2018-04-20,Shot,Vehicle,49.0,Male,"White, non-Hispanic",Foresthill,California,True,Other,Car,False,-121.054,38.923,True
3300,2018-04-20,Shot,Unarmed,48.0,Male,"Black, non-Hispanic",Orlando,Florida,False,Other,Not fleeing,False,-81.38,28.616,True
3301,2018-04-20,Shot,Gun,18.0,Male,"White, non-Hispanic",Mackinaw,Illinois,False,Attack,Not fleeing,False,-89.279,40.529,True
3302,2018-04-21,Shot,Knife,48.0,Male,"White, non-Hispanic",Boone,Iowa,False,Other,,False,-93.884,42.056999999999995,True
3303,2018-04-21,Shot,Gun,25.0,Male,"Black, non-Hispanic",Memphis,Tennessee,False,Other,Foot,False,-89.86399999999999,35.177,True
3304,2018-04-22,Shot,Gun,27.0,Male,"White, non-Hispanic",West Olive,Michigan,False,Attack,Not fleeing,False,-86.14200000000001,42.931999999999995,True
3305,2018-04-22,Shot,Gun,37.0,Male,Hispanic,Louisville,Kentucky,False,Attack,Foot,False,-85.665,38.203,True
3306,2018-04-24,Shot,Gun,44.0,Male,Hispanic,San Antonio,Texas,False,Other,Foot,False,-98.494,29.426,True
3307,2018-04-24,Shot,Gun,27.0,Male,"Black, non-Hispanic",Louisville,Kentucky,False,Attack,,True,-85.796,38.27,True
3308,2018-04-24,Shot,Gun,,Male,,Harmony,Texas,True,Attack,Not fleeing,False,-95.10700000000001,32.755,True
3309,2018-04-24,Shot,Gun,,Male,,Amarillo,Texas,True,Attack,Not fleeing,False,-101.899,35.165,True
3310,2018-04-25,Shot,Gun,41.0,Male,"White, non-Hispanic",Colorado Springs,Colorado,False,Attack,Foot,False,-104.85,38.854,True
3311,2018-04-25,Shot,Knife,42.0,Male,"Black, non-Hispanic",Louisville,Kentucky,False,Attack,Not fleeing,False,-85.816,38.269,True
3312,2018-04-25,Shot,Gun,36.0,Male,"White, non-Hispanic",Denver,Colorado,False,Other,Car,False,-104.90299999999999,39.74,True
3313,2018-04-25,Shot,Gun,89.0,Male,,Grand Canyon Caverns,Arizona,True,Attack,Not fleeing,False,-113.23100000000001,35.528,True
3314,2018-04-25,Shot,Gun,37.0,Male,"Black, non-Hispanic",Grand Prairie,Texas,False,Attack,Not fleeing,False,-97.037,32.691,True
3315,2018-04-26,Shot,Knife,22.0,Male,,Vernon,Texas,False,Attack,Car,False,-99.264,34.157,True
3316,2018-04-26,Shot,Vehicle,56.0,Female,"White, non-Hispanic",Palermo,California,False,Attack,Car,True,-121.551,39.446999999999996,True
3317,2018-04-26,Shot,Gun,35.0,Male,,Shelby Township,Michigan,True,Attack,Not fleeing,False,-83.031,42.685,True
3318,2018-04-28,Shot,Knife,36.0,Female,"Black, non-Hispanic",Johns Creek,Georgia,True,Other,Not fleeing,False,-84.176,34.048,True
3319,2018-04-28,Shot,Gun,46.0,Male,"White, non-Hispanic",Northglenn,Colorado,False,Other,Not fleeing,False,-104.978,39.903,True
3320,2018-04-28,Shot,Gun,26.0,Male,Hispanic,Elk Grove,California,False,Attack,Not fleeing,False,-121.48299999999999,38.426,True
3321,2018-04-28,Shot,Gun,41.0,Male,"White, non-Hispanic",Casselberry,Florida,False,Attack,Not fleeing,False,-81.337,28.68,True
3322,2018-04-29,Shot,Unarmed,38.0,Male,"White, non-Hispanic",Shreveport,Louisiana,False,Attack,Foot,False,-93.745,32.516999999999996,True
3323,2018-04-29,Shot,Unknown Weapon,42.0,Male,"White, non-Hispanic",Redlands,California,False,Other,Not fleeing,False,-117.21,34.048,True
3324,2018-04-29,Shot,Gun,47.0,Male,"White, non-Hispanic",Franklin,North Carolina,False,Attack,Not fleeing,False,-83.40899999999999,35.164,True
3325,2018-04-29,Shot,Gun,26.0,Male,"White, non-Hispanic",Moorland,Iowa,False,Attack,Not fleeing,False,-94.359,42.456,True
3326,2018-04-30,Shot,Knife,64.0,Male,"Black, non-Hispanic",Columbus,Ohio,False,Other,Not fleeing,False,-82.963,40.05,True
3327,2018-04-30,Shot and Tasered,Knife,59.0,Male,,Columbus,Ohio,False,,,False,-82.962,40.056,True
3328,2018-05-01,Shot,Gun,,Male,,San Antonio,Texas,False,Attack,Car,False,-98.524,29.378,True
3329,2018-05-01,Shot,Gun,,Male,,Quartzsite,Arizona,False,Attack,Other,False,-114.235,33.662,True
3330,2018-05-01,Shot,Samurai Sword,49.0,Male,"White, non-Hispanic",League City,Texas,False,Other,Not fleeing,False,-95.15700000000001,29.485,True
3331,2018-05-02,Shot,Ax,44.0,Male,"White, non-Hispanic",Box Elder,South Dakota,False,Other,,False,-103.068,44.111999999999995,True
3332,2018-05-02,Shot,Gun,48.0,Male,"White, non-Hispanic",Liberty,North Carolina,False,Attack,Not fleeing,False,-79.532,35.887,True
